state,electorate,postcode,population,total_postcode_proportion,proportion
NSW,Paterson,2323,17622.5,18361,0.96,Provincial
WA,Pearce,6079,2,2,1,Outer Metropolitan
WA,Pearce,6077,22,1144,0.02,Outer Metropolitan
WA,Pearce,6042,79,79,1,Outer Metropolitan
WA,Pearce,6403,133,133,1,Outer Metropolitan
WA,Pearce,6032,147,147,1,Outer Metropolitan
WA,Pearce,6043,190,190,1,Outer Metropolitan
WA,Pearce,6564,201,201,1,Outer Metropolitan
WA,Pearce,6505,250,250,1,Outer Metropolitan
WA,Pearce,6567,276,276,1,Outer Metropolitan
WA,Pearce,6078,646,646,1,Outer Metropolitan
WA,Pearce,6083,673,2552,0.26,Outer Metropolitan
WA,Pearce,6502,754,754,1,Outer Metropolitan
WA,Pearce,6501,795,795,1,Outer Metropolitan
WA,Pearce,6562,802,802,1,Outer Metropolitan
WA,Pearce,6044,835,1072,0.78,Outer Metropolitan
WA,Pearce,6560,845,845,1,Outer Metropolitan
WA,Pearce,6041,1013,1013,1,Outer Metropolitan
WA,Pearce,6304,1281,1281,1,Outer Metropolitan
WA,Pearce,6503,1403,1403,1,Outer Metropolitan
WA,Pearce,6037,1698,1698,1,Outer Metropolitan
WA,Pearce,6033,1912,1912,1,Outer Metropolitan
WA,Pearce,6056,2137,25688,0.08,Outer Metropolitan
WA,Pearce,6566,2228,2228,1,Outer Metropolitan
WA,Pearce,6302,2470,2470,1,Outer Metropolitan
WA,Pearce,6035,3326,3326,1,Outer Metropolitan
WA,Pearce,6055,3565,9927,0.36,Outer Metropolitan
WA,Pearce,6084,4554,4554,1,Outer Metropolitan
WA,Pearce,6401,5056,5056,1,Outer Metropolitan
WA,Pearce,6036,6401,6401,1,Outer Metropolitan
WA,Pearce,6031,7553,7553,1,Outer Metropolitan
WA,Pearce,6069,18153,18153,1,Outer Metropolitan
WA,Pearce,6030,22278,22278,1,Outer Metropolitan
WA,Perth,6003,1855,1855,1,Inner Metropolitan
WA,Perth,6007,2032,4618,0.44,Inner Metropolitan
WA,Perth,6005,2895,2895,1,Inner Metropolitan
WA,Perth,6004,4419,4419,1,Inner Metropolitan
WA,Perth,6000,4933,4933,1,Inner Metropolitan
WA,Perth,6016,4985,6278,0.79,Inner Metropolitan
WA,Perth,6006,6102,6102,1,Inner Metropolitan
WA,Perth,6052,7504,7504,1,Inner Metropolitan
WA,Perth,6051,7829,7829,1,Inner Metropolitan
WA,Perth,6053,9651,9651,1,Inner Metropolitan
WA,Perth,6054,10346,13864,0.75,Inner Metropolitan
WA,Perth,6050,10470,10470,1,Inner Metropolitan
WA,Perth,6062,21497,22029,0.98,Inner Metropolitan
QLD,Petrie,4035,1766,17390,0.1,Outer Metropolitan
QLD,Petrie,4505,2064,14270,0.14,Outer Metropolitan
QLD,Petrie,4018,3499,7574,0.46,Outer Metropolitan
QLD,Petrie,4503,3734,27535,0.14,Outer Metropolitan
QLD,Petrie,4022,4686,4686,1,Outer Metropolitan
QLD,Petrie,4036,5005,5005,1,Outer Metropolitan
QLD,Petrie,4021,6579,6579,1,Outer Metropolitan
QLD,Petrie,4034,8722,30533,0.29,Outer Metropolitan
QLD,Petrie,4017,11560,25661,0.45,Outer Metropolitan
QLD,Petrie,4508,12421,12421,1,Outer Metropolitan
QLD,Petrie,4019,14227,14227,1,Outer Metropolitan
QLD,Petrie,4509,16223,16223,1,Outer Metropolitan
QLD,Petrie,4020,16271,16271,1,Outer Metropolitan
QLD,Rankin,4131,670,5642,0.12,Outer Metropolitan
QLD,Rankin,4117,762,762,1,Outer Metropolitan
QLD,Rankin,4119,3717,3717,1,Outer Metropolitan
QLD,Rankin,4123,10401,12181,0.85,Outer Metropolitan
QLD,Rankin,4115,10991,10991,1,Outer Metropolitan
QLD,Rankin,4132,12812,12812,1,Outer Metropolitan
QLD,Rankin,4127,14563,14563,1,Outer Metropolitan
QLD,Rankin,4116,14876,14876,1,Outer Metropolitan
QLD,Rankin,4118,16418,18216,0.9,Outer Metropolitan
QLD,Rankin,4114,17139,17139,1,Outer Metropolitan
NSW,Reid,2139,1,1,1,Inner Metropolitan
NSW,Reid,2129,2,2,1,Inner Metropolitan
NSW,Reid,2144,99,17899,0.01,Inner Metropolitan
NSW,Reid,2128,1044,1044,1,Inner Metropolitan
NSW,Reid,2131,1407.5,13286,0.11,Inner Metropolitan
NSW,Reid,2132,5582,7029,0.79,Inner Metropolitan
NSW,Reid,2141,5601.5,16005,0.35,Inner Metropolitan
NSW,Reid,2127,6099,6099,1,Inner Metropolitan
NSW,Reid,2140,6680.5,6683,1,Inner Metropolitan
NSW,Reid,2134,7261,7261,1,Inner Metropolitan
NSW,Reid,2047,8391,8391,1,Inner Metropolitan
NSW,Reid,2138,8842,8842,1,Inner Metropolitan
NSW,Reid,2135,13682.5,13869,0.99,Inner Metropolitan
NSW,Reid,2137,17529,17529,1,Inner Metropolitan
NSW,Reid,2046,19086,19086,1,Inner Metropolitan
NSW,Richmond,2490,466,466,1,Rural
NSW,Richmond,2477,614,8475,0.07,Rural
NSW,Richmond,2480,812.5,31437,0.03,Rural
NSW,Richmond,2488,2207,2207,1,Rural
NSW,Richmond,2479,3402,3402,1,Rural
NSW,Richmond,2482,4329,4329,1,Rural
NSW,Richmond,2489,4438,4438,1,Rural
NSW,Richmond,2483,7574,7574,1,Rural
NSW,Richmond,2487,8205,8205,1,Rural
NSW,Richmond,2481,8602,8602,1,Rural
NSW,Richmond,2485,9698,9698,1,Rural
NSW,Richmond,2484,12703,12874,0.99,Rural
NSW,Richmond,2478,20226,20546,0.98,Rural
NSW,Richmond,2486,22485,22485,1,Rural
NSW,Riverina,2792,2,362,0.01,Rural
NSW,Riverina,2678,12,12,1,Rural
NSW,Riverina,2799,23,2710,0.01,Rural
NSW,Riverina,2582,76.5,8317,0.01,Rural
NSW,Riverina,2661,127,127,1,Rural
NSW,Riverina,2806,150,722,0.21,Rural
NSW,Riverina,2658,163,1038,0.16,Rural
NSW,Riverina,2807,177,177,1,Rural
NSW,Riverina,2808,182,182,1,Rural
NSW,Riverina,2804,185,1907,0.1,Rural
NSW,Riverina,2805,198,198,1,Rural
NSW,Riverina,2585,203,203,1,Rural
NSW,Riverina,2876,219,219,1,Rural
NSW,Riverina,2588,225,225,1,Rural
NSW,Riverina,2726,232,232,1,Rural
NSW,Riverina,2809,237,237,1,Rural
NSW,Riverina,2721,246,246,1,Rural
NSW,Riverina,2729,250,1288,0.19,Rural
NSW,Riverina,2874,256,256,1,Rural
NSW,Riverina,2586,266,2124,0.13,Rural
NSW,Riverina,2803,267,267,1,Rural
NSW,Riverina,2668,286,286,1,Rural
NSW,Riverina,2725,305,305,1,Rural
NSW,Riverina,2727,365,427,0.85,Rural
NSW,Riverina,2702,444,444,1,Rural
NSW,Riverina,2642,545.5,3567,0.15,Rural
NSW,Riverina,2875,630,753,0.84,Rural
NSW,Riverina,2655,825,825,1,Rural
NSW,Riverina,2869,852,1095,0.78,Rural
NSW,Riverina,2793,891,891,1,Rural
NSW,Riverina,2669,916,1435,0.64,Rural
NSW,Riverina,2656,926,926,1,Rural
NSW,Riverina,2665,1137,1755,0.65,Rural
NSW,Riverina,2651,1306,1306,1,Rural
NSW,Riverina,2701,1738,1738,1,Rural
NSW,Riverina,2722,1941,2145,0.9,Rural
NSW,Riverina,2587,2209,2209,1,Rural
NSW,Riverina,2810,2231,2231,1,Rural
NSW,Riverina,2671,2649,2767,0.96,Rural
NSW,Riverina,2652,2726,3704,0.74,Rural
NSW,Riverina,2663,2727,2727,1,Rural
NSW,Riverina,2666,3938,3938,1,Rural
NSW,Riverina,2590,5425,5425,1,Rural
NSW,Riverina,2871,6382,6399,1,Rural
NSW,Riverina,2794,7500,7500,1,Rural
NSW,Riverina,2594,8111,8111,1,Rural
NSW,Riverina,2870,8240,8317,0.99,Rural
NSW,Riverina,2650,38103,38103,1,Rural
NSW,Robertson,2083,309,1140,0.27,Provincial
NSW,Robertson,2775,474.5,1056,0.45,Provincial
NSW,Robertson,2256,11600,11600,1,Provincial
NSW,Robertson,2260,12191,16908,0.72,Provincial
NSW,Robertson,2257,21259,21259,1,Provincial
NSW,Robertson,2251,24035,24035,1,Provincial
NSW,Robertson,2250,34058,47384,0.72,Provincial
QLD,Ryan,4306,3,24310,0,Outer Metropolitan
QLD,Ryan,4520,13,9554,0,Outer Metropolitan
QLD,Ryan,4072,351,351,1,Outer Metropolitan
QLD,Ryan,4064,377,7920,0.05,Outer Metropolitan
QLD,Ryan,4060,2557,9420,0.27,Outer Metropolitan
QLD,Ryan,4051,3288,19178,0.17,Outer Metropolitan
QLD,Ryan,4054,4872,9399,0.52,Outer Metropolitan
QLD,Ryan,4067,4907,4907,1,Outer Metropolitan
QLD,Ryan,4065,5377,6966,0.77,Outer Metropolitan
QLD,Ryan,4053,5972,31668,0.19,Outer Metropolitan
QLD,Ryan,4055,6772,14537,0.47,Outer Metropolitan
QLD,Ryan,4070,7782,7782,1,Outer Metropolitan
QLD,Ryan,4066,11075,11075,1,Outer Metropolitan
QLD,Ryan,4061,11828,11828,1,Outer Metropolitan
QLD,Ryan,4068,13179,15320,0.86,Outer Metropolitan
QLD,Ryan,4069,24257,24257,1,Outer Metropolitan
VIC,Scullin,3754,3624,24260,0.15,Outer Metropolitan
VIC,Scullin,3750,5143,5303,0.97,Outer Metropolitan
VIC,Scullin,3083,8601,19431,0.44,Outer Metropolitan
VIC,Scullin,3074,13865,13865,1,Outer Metropolitan
VIC,Scullin,3075,15095,15095,1,Outer Metropolitan
VIC,Scullin,3752,15564,15564,1,Outer Metropolitan
VIC,Scullin,3076,19857,19857,1,Outer Metropolitan
VIC,Scullin,3082,21415,21415,1,Outer Metropolitan
NSW,Shortland,2306,2172,2172,1,Provincial
NSW,Shortland,2284,3414,7956,0.43,Provincial
NSW,Shortland,2289,3727,14373,0.26,Provincial
NSW,Shortland,2285,8857,21238,0.42,Provincial
NSW,Shortland,2281,10305,10305,1,Provincial
NSW,Shortland,2262,10390,14494,0.72,Provincial
NSW,Shortland,2259,11066,36823,0.3,Provincial
NSW,Shortland,2282,11204,11204,1,Provincial
NSW,Shortland,2280,20528,20528,1,Provincial
NSW,Shortland,2290,24442,24442,1,Provincial
NT,Solomon,829,245,452,0.54,Inner Metropolitan
NT,Solomon,828,455,658,0.69,Inner Metropolitan
NT,Solomon,822,558,16611,0.03,Inner Metropolitan
NT,Solomon,800,1649,1649,1,Inner Metropolitan
NT,Solomon,832,4640,5741,0.81,Inner Metropolitan
NT,Solomon,812,7309,7309,1,Inner Metropolitan
NT,Solomon,830,8032,8376,0.96,Inner Metropolitan
NT,Solomon,810,11023,11023,1,Inner Metropolitan
NT,Solomon,820,11128,11128,1,Inner Metropolitan
WA,Stirling,6062,532,22029,0.02,Inner Metropolitan
WA,Stirling,6029,2049,2049,1,Inner Metropolitan
WA,Stirling,6017,2411,2417,1,Inner Metropolitan
WA,Stirling,6019,3112,14283,0.22,Inner Metropolitan
WA,Stirling,6022,3597,3597,1,Inner Metropolitan
WA,Stirling,6020,8346,15693,0.53,Inner Metropolitan
WA,Stirling,6018,8989,25073,0.36,Inner Metropolitan
WA,Stirling,6021,13898,13898,1,Inner Metropolitan
WA,Stirling,6060,15146,15146,1,Inner Metropolitan
WA,Stirling,6059,16550,16550,1,Inner Metropolitan
WA,Stirling,6061,20954,20954,1,Inner Metropolitan
SA,Sturt,5063,2206,8694,0.25,Inner Metropolitan
SA,Sturt,5088,2325,2325,1,Inner Metropolitan
SA,Sturt,5090,2533,5899,0.43,Inner Metropolitan
SA,Sturt,5089,5033,5033,1,Inner Metropolitan
SA,Sturt,5069,6051,6051,1,Inner Metropolitan
SA,Sturt,5064,6505,7284,0.89,Inner Metropolitan
SA,Sturt,5065,7041,7041,1,Inner Metropolitan
SA,Sturt,5086,7099,10715,0.66,Inner Metropolitan
SA,Sturt,5076,7123,7123,1,Inner Metropolitan
SA,Sturt,5067,7319,7319,1,Inner Metropolitan
SA,Sturt,5087,7477,7477,1,Inner Metropolitan
SA,Sturt,5075,7637,7637,1,Inner Metropolitan
SA,Sturt,5074,8550,8550,1,Inner Metropolitan
SA,Sturt,5072,8573,8929,0.96,Inner Metropolitan
SA,Sturt,5066,8673,8673,1,Inner Metropolitan
SA,Sturt,5068,8797,8797,1,Inner Metropolitan
SA,Sturt,5070,9818,9818,1,Inner Metropolitan
SA,Sturt,5073,10491,10491,1,Inner Metropolitan
WA,Swan,6055,2,9927,0,Inner Metropolitan
WA,Swan,6058,4,8330,0,Inner Metropolitan
WA,Swan,6106,16,16,1,Inner Metropolitan
WA,Swan,6103,5154,5154,1,Inner Metropolitan
WA,Swan,6102,6863,6863,1,Inner Metropolitan
WA,Swan,6057,7900,11114,0.71,Inner Metropolitan
WA,Swan,6100,8381,8381,1,Inner Metropolitan
WA,Swan,6105,8392,8392,1,Inner Metropolitan
WA,Swan,6104,8428,8428,1,Inner Metropolitan
WA,Swan,6101,9658,9658,1,Inner Metropolitan
WA,Swan,6151,10865,10865,1,Inner Metropolitan
WA,Swan,6107,11727,22076,0.53,Inner Metropolitan
WA,Swan,6152,16421,16421,1,Inner Metropolitan
NSW,Sydney,2044,12,5628,0,Inner Metropolitan
NSW,Sydney,2038,158.5,6452,0.02,Inner Metropolitan
NSW,Sydney,2006,269,269,1,Inner Metropolitan
NSW,Sydney,2898,290,290,1,Inner Metropolitan
NSW,Sydney,2007,2867,2867,1,Inner Metropolitan
NSW,Sydney,2018,3770,9995,0.38,Inner Metropolitan
NSW,Sydney,2008,4172,4172,1,Inner Metropolitan
NSW,Sydney,2050,4930,4930,1,Inner Metropolitan
NSW,Sydney,2043,5111,5111,1,Inner Metropolitan
NSW,Sydney,2015,6270,6270,1,Inner Metropolitan
NSW,Sydney,2042,6279,13290,0.47,Inner Metropolitan
NSW,Sydney,2011,6760,12177,0.56,Inner Metropolitan
NSW,Sydney,2009,6842,6842,1,Inner Metropolitan
NSW,Sydney,2000,8222,8222,1,Inner Metropolitan
NSW,Sydney,2016,8772,8772,1,Inner Metropolitan
NSW,Sydney,2017,9337,9337,1,Inner Metropolitan
NSW,Sydney,2037,9918,9918,1,Inner Metropolitan
NSW,Sydney,2010,17168,17515,0.98,Inner Metropolitan
WA,Tangney,6163,4114,33667,0.12,Inner Metropolitan
WA,Tangney,6157,5001,9960,0.5,Inner Metropolitan
WA,Tangney,6147,6123,9289,0.66,Inner Metropolitan
WA,Tangney,6154,6997,6997,1,Inner Metropolitan
WA,Tangney,6150,8973,8973,1,Inner Metropolitan
WA,Tangney,6156,11410,11410,1,Inner Metropolitan
WA,Tangney,6155,11462,29592,0.39,Inner Metropolitan
WA,Tangney,6148,11694,11694,1,Inner Metropolitan
WA,Tangney,6149,13571,13571,1,Inner Metropolitan
WA,Tangney,6153,13745,13745,1,Inner Metropolitan
NSW,Whitlam,2574,1,3963,0,Provincial
NSW,Whitlam,2526,414.5,11428,0.04,Provincial
NSW,Whitlam,2502,4193,8281,0.51,Provincial
NSW,Whitlam,2506,5512,5512,1,Provincial
NSW,Whitlam,2575,6126,10265,0.6,Provincial
NSW,Whitlam,2577,9042.5,11101,0.81,Provincial
NSW,Whitlam,2576,10278,10278,1,Provincial
NSW,Whitlam,2527,14441,14441,1,Provincial
NSW,Whitlam,2529,17205,17205,1,Provincial
NSW,Whitlam,2528,17412,17412,1,Provincial
NSW,Whitlam,2530,21873,21873,1,Provincial
SA,Spence,5106,2,14,0.14,Outer Metropolitan
SA,Spence,5111,231,231,1,Outer Metropolitan
SA,Spence,5120,1213,1213,1,Outer Metropolitan
SA,Spence,5121,1228,1228,1,Outer Metropolitan
SA,Spence,5117,1998,1998,1,Outer Metropolitan
SA,Spence,5109,4724,15029,0.31,Outer Metropolitan
SA,Spence,5110,5542,5832,0.95,Outer Metropolitan
SA,Spence,5116,6108,6108,1,Outer Metropolitan
SA,Spence,5115,7210,7210,1,Outer Metropolitan
SA,Spence,5113,12393,12393,1,Outer Metropolitan
SA,Spence,5112,13220,13220,1,Outer Metropolitan
SA,Spence,5118,13543,13654,0.99,Outer Metropolitan
SA,Spence,5114,22115,22280,0.99,Outer Metropolitan
SA,Spence,5108,26650,26650,1,Outer Metropolitan
VIC,Wannon,3273,96,96,1,Rural
VIC,Wannon,3270,132,132,1,Rural
VIC,Wannon,3469,148,322,0.46,Rural
VIC,Wannon,3309,150,150,1,Rural
VIC,Wannon,3293,166,166,1,Rural
VIC,Wannon,3267,211,211,1,Rural
VIC,Wannon,3375,219,219,1,Rural
VIC,Wannon,3292,237,237,1,Rural
VIC,Wannon,3407,249,249,1,Rural
VIC,Wannon,3254,261,261,1,Rural
VIC,Wannon,3274,265,265,1,Rural
VIC,Wannon,3385,267,457,0.58,Rural
VIC,Wannon,3310,277,277,1,Rural
VIC,Wannon,3287,286,286,1,Rural
VIC,Wannon,3378,291,291,1,Rural
VIC,Wannon,3303,316,316,1,Rural
VIC,Wannon,3276,327,327,1,Rural
VIC,Wannon,3330,330,347,0.95,Rural
VIC,Wannon,3278,336,336,1,Rural
VIC,Wannon,3302,358,358,1,Rural
VIC,Wannon,3325,423,423,1,Rural
VIC,Wannon,3374,427,427,1,Rural
VIC,Wannon,3286,433,433,1,Rural
VIC,Wannon,3379,439,439,1,Rural
VIC,Wannon,3324,462,462,1,Rural
VIC,Wannon,3275,464,464,1,Rural
VIC,Wannon,3289,496,496,1,Rural
VIC,Wannon,3312,506,658,0.77,Rural
VIC,Wannon,3251,552,566,0.98,Rural
VIC,Wannon,3294,578,578,1,Rural
VIC,Wannon,3314,579,579,1,Rural
VIC,Wannon,3360,640,640,1,Rural
VIC,Wannon,3269,663,663,1,Rural
VIC,Wannon,3361,688,688,1,Rural
VIC,Wannon,3283,699,699,1,Rural
VIC,Wannon,3381,870,870,1,Rural
VIC,Wannon,3285,959,959,1,Rural
VIC,Wannon,3272,1231,1231,1,Rural
VIC,Wannon,3301,1237,1237,1,Rural
VIC,Wannon,3281,1259,1259,1,Rural
VIC,Wannon,3315,1303,1303,1,Rural
VIC,Wannon,3311,1313,1313,1,Rural
VIC,Wannon,3277,1448,1448,1,Rural
VIC,Wannon,3373,1558,1558,1,Rural
VIC,Wannon,3268,1728,1728,1,Rural
VIC,Wannon,3264,1749,1749,1,Rural
VIC,Wannon,3304,1856,1856,1,Rural
VIC,Wannon,3282,1875,1875,1,Rural
VIC,Wannon,3265,1929,1929,1,Rural
VIC,Wannon,3249,2129,2129,1,Rural
VIC,Wannon,3266,2485,2485,1,Rural
VIC,Wannon,3352,2493,12527,0.2,Rural
VIC,Wannon,3284,2592,2592,1,Rural
VIC,Wannon,3260,3451,3451,1,Rural
VIC,Wannon,3380,4464,4464,1,Rural
VIC,Wannon,3351,5760,6028,0.96,Rural
VIC,Wannon,3377,6068,6068,1,Rural
VIC,Wannon,3300,7573,7573,1,Rural
VIC,Wannon,3250,8959,8959,1,Rural
VIC,Wannon,3305,9707,9707,1,Rural
VIC,Wannon,3280,23298,23298,1,Rural
NSW,Warringah,2086,1494,9532,0.16,Inner Metropolitan
NSW,Warringah,2094,3945,3945,1,Inner Metropolitan
NSW,Warringah,2090,4342,9263,0.47,Inner Metropolitan
NSW,Warringah,2092,4751,4751,1,Inner Metropolitan
NSW,Warringah,2087,5150,8757,0.59,Inner Metropolitan
NSW,Warringah,2089,5813,7955,0.73,Inner Metropolitan
NSW,Warringah,2099,7198,25436,0.28,Inner Metropolitan
NSW,Warringah,2096,9862,9862,1,Inner Metropolitan
NSW,Warringah,2095,10110,10110,1,Inner Metropolitan
NSW,Warringah,2100,10825,13925,0.78,Inner Metropolitan
NSW,Warringah,2093,15100,15100,1,Inner Metropolitan
NSW,Warringah,2088,19977,19977,1,Inner Metropolitan
NSW,Watson,2211,1,12098,0,Inner Metropolitan
NSW,Watson,2140,2,6683,0,Inner Metropolitan
NSW,Watson,2135,186.5,13869,0.01,Inner Metropolitan
NSW,Watson,2210,651,20337,0.03,Inner Metropolitan
NSW,Watson,2132,1447,7029,0.21,Inner Metropolitan
NSW,Watson,2208,1471,8590,0.17,Inner Metropolitan
NSW,Watson,2200,1827,24894,0.07,Inner Metropolitan
NSW,Watson,2209,1834,10291,0.18,Inner Metropolitan
NSW,Watson,2141,2149.5,16005,0.13,Inner Metropolitan
NSW,Watson,2191,4153,4153,1,Inner Metropolitan
NSW,Watson,2193,4574,9985,0.46,Inner Metropolitan
NSW,Watson,2136,4756,4756,1,Inner Metropolitan
NSW,Watson,2131,5300,13286,0.4,Inner Metropolitan
NSW,Watson,2133,7579,7579,1,Inner Metropolitan
NSW,Watson,2192,7719.5,8212,0.94,Inner Metropolitan
NSW,Watson,2194,10406,11941,0.87,Inner Metropolitan
NSW,Watson,2195,13236,13236,1,Inner Metropolitan
NSW,Watson,2190,16273,16277,1,Inner Metropolitan
NSW,Watson,2196,19315,19318,1,Inner Metropolitan
NSW,Wentworth,2010,347,17515,0.02,Inner Metropolitan
NSW,Wentworth,2028,3504,3504,1,Inner Metropolitan
NSW,Wentworth,2011,5417,12177,0.44,Inner Metropolitan
NSW,Wentworth,2025,5672,5672,1,Inner Metropolitan
NSW,Wentworth,2027,5721,5721,1,Inner Metropolitan
NSW,Wentworth,2029,6745,6745,1,Inner Metropolitan
NSW,Wentworth,2023,7490,7490,1,Inner Metropolitan
NSW,Wentworth,2031,7546,21639,0.35,Inner Metropolitan
NSW,Wentworth,2024,7560,7560,1,Inner Metropolitan
NSW,Wentworth,2022,7751,7751,1,Inner Metropolitan
NSW,Wentworth,2030,9941,9941,1,Inner Metropolitan
NSW,Wentworth,2021,10706,10706,1,Inner Metropolitan
NSW,Wentworth,2026,20344,20344,1,Inner Metropolitan
NSW,Werriwa,2555,323,323,1,Outer Metropolitan
NSW,Werriwa,2174,558,558,1,Outer Metropolitan
NSW,Werriwa,2556,889,1672,0.53,Outer Metropolitan
NSW,Werriwa,2557,1151,3938,0.29,Outer Metropolitan
NSW,Werriwa,2179,2126,3649,0.58,Outer Metropolitan
NSW,Werriwa,2178,2171,3927,0.55,Outer Metropolitan
NSW,Werriwa,2565,2491,11866,0.21,Outer Metropolitan
NSW,Werriwa,2167,5356,5356,1,Outer Metropolitan
NSW,Werriwa,2564,8013,8538,0.94,Outer Metropolitan
NSW,Werriwa,2177,8628,10799,0.8,Outer Metropolitan
NSW,Werriwa,2171,17455,17455,1,Outer Metropolitan
NSW,Werriwa,2170,25039.5,61708,0.41,Outer Metropolitan
NSW,Werriwa,2168,26821,26821,1,Outer Metropolitan
QLD,Wide Bay,4611,58,194,0.3,Rural
QLD,Wide Bay,4620,413,413,1,Rural
QLD,Wide Bay,4571,529,529,1,Rural
QLD,Wide Bay,4601,731,731,1,Rural
QLD,Wide Bay,4600,736,736,1,Rural
QLD,Wide Bay,4562,813,5831,0.14,Rural
QLD,Wide Bay,4581,938,938,1,Rural
QLD,Wide Bay,4569,1184,1184,1,Rural
QLD,Wide Bay,4568,2632,2632,1,Rural
QLD,Wide Bay,4605,2694,2761,0.98,Rural
QLD,Wide Bay,4573,3284,17768,0.18,Rural
QLD,Wide Bay,4580,3787,3787,1,Rural
QLD,Wide Bay,4566,6253,6253,1,Rural
QLD,Wide Bay,4563,6266,6266,1,Rural
QLD,Wide Bay,4567,8195,8195,1,Rural
QLD,Wide Bay,4565,10756,10756,1,Rural
QLD,Wide Bay,4650,23767,24472,0.97,Rural
QLD,Wide Bay,4570,29701,29701,1,Rural
VIC,Wills,3060,8128,8128,1,Inner Metropolitan
VIC,Wills,3057,8281,8281,1,Inner Metropolitan
VIC,Wills,3055,10030,10030,1,Inner Metropolitan
VIC,Wills,3044,18750,18750,1,Inner Metropolitan
VIC,Wills,3056,19124,19124,1,Inner Metropolitan
VIC,Wills,3046,21406,21406,1,Inner Metropolitan
VIC,Wills,3058,21587,24462,0.88,Inner Metropolitan
QLD,Wright,4345,28,28,1,Rural
QLD,Wright,4287,449,449,1,Rural
QLD,Wright,4340,559,4245,0.13,Rural
QLD,Wright,4306,580,24310,0.02,Rural
QLD,Wright,4307,812,812,1,Rural
QLD,Wright,4347,898,898,1,Rural
QLD,Wright,4311,972,6749,0.14,Rural
QLD,Wright,4125,1104,5047,0.22,Rural
QLD,Wright,4342,1515,1521,1,Rural
QLD,Wright,4344,1640,1640,1,Rural
QLD,Wright,4118,1795,18216,0.1,Rural
QLD,Wright,4309,1840,1840,1,Rural
QLD,Wright,4271,2088,2088,1,Rural
QLD,Wright,4275,2159,2159,1,Rural
QLD,Wright,4270,2477,2477,1,Rural
QLD,Wright,4352,3279,19894,0.16,Rural
QLD,Wright,4272,3348,3348,1,Rural
QLD,Wright,4210,4373,11005,0.4,Rural
QLD,Wright,4310,4816,4816,1,Rural
QLD,Wright,4207,4936,35130,0.14,Rural
QLD,Wright,4211,5594,38594,0.14,Rural
QLD,Wright,4124,6360,12871,0.49,Rural
QLD,Wright,4343,6746,6746,1,Rural
QLD,Wright,4341,9605,9605,1,Rural
QLD,Wright,4213,10205,19360,0.53,Rural
QLD,Wright,4280,10575,10740,0.98,Rural
QLD,Wright,4285,13481,13481,1,Rural
WA,Burt,6147,3166,9289,0.34,Outer Metropolitan
WA,Burt,6111,10340,15440,0.67,Outer Metropolitan
WA,Burt,6108,14788,14788,1,Outer Metropolitan
WA,Burt,6155,18130,29592,0.61,Outer Metropolitan
WA,Burt,6110,22067,22934,0.96,Outer Metropolitan
WA,Burt,6112,25272,28638,0.88,Outer Metropolitan
ACT,Fenner,2618,327,327,1,Inner Metropolitan
ACT,Fenner,2911,2879,2879,1,Inner Metropolitan
ACT,Fenner,2614,4107,14244,0.29,Inner Metropolitan
ACT,Fenner,2912,8303,8303,1,Inner Metropolitan
ACT,Fenner,2617,10119,22997,0.44,Inner Metropolitan
ACT,Fenner,2914,14934,14934,1,Inner Metropolitan
ACT,Fenner,2913,20178,20178,1,Inner Metropolitan
ACT,Fenner,2615,32150,32150,1,Inner Metropolitan
ACT,Canberra,2620,217,274,0.79,Inner Metropolitan
ACT,Canberra,2609,331,566,0.58,Inner Metropolitan
ACT,Canberra,2606,2073,6441,0.32,Inner Metropolitan
ACT,Canberra,2601,2863,2863,1,Inner Metropolitan
ACT,Canberra,2600,6012,6012,1,Inner Metropolitan
ACT,Canberra,2603,7231,7231,1,Inner Metropolitan
ACT,Canberra,2604,8445,8445,1,Inner Metropolitan
ACT,Canberra,2605,8467,8467,1,Inner Metropolitan
ACT,Canberra,2614,10137,14244,0.71,Inner Metropolitan
ACT,Canberra,2612,11765,11765,1,Inner Metropolitan
ACT,Canberra,2617,12878,22997,0.56,Inner Metropolitan
ACT,Canberra,2602,22954,22954,1,Inner Metropolitan
VIC,Fraser,3012,15,16634,0,Outer Metropolitan
VIC,Fraser,3022,1879,1879,1,Outer Metropolitan
VIC,Fraser,3036,4623,4623,1,Outer Metropolitan
VIC,Fraser,3019,5255,5255,1,Outer Metropolitan
VIC,Fraser,3023,6235,37035,0.17,Outer Metropolitan
VIC,Fraser,3037,12393,32535,0.38,Outer Metropolitan
VIC,Fraser,3038,20974,20974,1,Outer Metropolitan
VIC,Fraser,3020,27405,27405,1,Outer Metropolitan
VIC,Fraser,3021,30355,34110,0.89,Outer Metropolitan
TAS,Clark,7109,59,6328,0.01,Inner Metropolitan
TAS,Clark,7150,175,2218,0.08,Inner Metropolitan
TAS,Clark,7012,627,627,1,Inner Metropolitan
TAS,Clark,7030,978,12059,0.08,Inner Metropolitan
TAS,Clark,7054,1113,6163,0.18,Inner Metropolitan
TAS,Clark,7050,1145,8901,0.13,Inner Metropolitan
TAS,Clark,7007,2264,2264,1,Inner Metropolitan
TAS,Clark,7053,2686,2686,1,Inner Metropolitan
TAS,Clark,7004,5534,5534,1,Inner Metropolitan
TAS,Clark,7008,8792,8792,1,Inner Metropolitan
